Date,Maximum_Temp,Minimum_temp,Relative Humidity_AVG,Rain fall_mm,Wind velocity_km/hr,Sunshine_hr
12/18/2021,34,22.5,85.5,38.70,1.1,5.2
12/19/2021,34.5,23,85.5,0.00,0.7,5.8
12/20/2021,35.5,23.5,73.5,0.00,0.9,7.9
12/21/2021,35,23,68.5,77.40,1.2,10.2
12/22/2021,34.5,22,73,7.00,1,7.7
12/23/2021,34.5,22.5,79.5,0.00,1,8.2
12/24/2021,34,20.5,76.5,0.00,0.9,6.6
12/25/2021,33,18.5,72.5,0.00,0.8,9.9
12/26/2021,33,19.5,73,0.00,1,9.9
12/27/2021,34,19,71.5,0.00,1.1,10.2
12/28/2021,34.5,19,74,0.00,1.7,10.3
12/29/2021,34,20.5,72,0.00,1.2,9.6
12/30/2021,34.5,21.5,53,0.00,1.3,8.9
12/31/2021,32.5,21,83,0.00,1.2,5.6
1/1/2022,34.5,22.5,74,0.00,1.86,8.1
1/2/2022,32.5,22.5,72,0.20,2.8,8.2
1/3/2022,33.5,22,65,0.00,2.1,3.6
1/4/2022,33,22,73.5,0.00,1.35,5.7
1/5/2022,33.5,21,83,31.80,1.1,4.7
1/6/2022,33.5,21,73.5,0.00,2.1,8.9
1/7/2022,34.5,21,72.5,0.00,1.5,9.1
1/8/2022,34,22,75.5,0.00,1.1,8.3
1/9/2022,32.5,22.5,77.5,0.00,0.98,5
1/10/2022,32.5,21.5,84,0.00,0.73,1.6
1/11/2022,33,22.5,79.5,0.00,1,6.6
1/12/2022,34.5,23,74,0.00,1.2,8.3
1/13/2022,35,22.5,83,2.90,1.4,8.1
1/14/2022,34.5,22.5,76,33.10,0.81,8.6
1/15/2022,34.5,22,78,0.00,0.93,8
1/16/2022,34,21,74.5,0.00,1.75,9.7
1/17/2022,34,22,69.5,0.00,1.76,9.1
1/18/2022,34,21,70,0.00,1.4,9.7
1/19/2022,33.5,20.5,75,0.00,1.1,6.1
1/20/2022,34.5,19,84,0.00,1.7,9.4
1/21/2022,34.5,18.5,65.5,0.00,1.1,10.4
1/22/2022,35,19.5,75,0.00,1.3,9.5
1/23/2022,34.5,20.5,73.5,0.00,0.94,7.7
1/24/2022,35,21.5,76,0.00,1.04,7.1
1/25/2022,34,19.5,67,0.00,0.9,7.3
1/26/2022,33.5,20.5,68,0.00,1.7,7.8
1/27/2022,33.5,19,70.5,0.00,0.96,7.6
1/28/2022,35,20.5,70.5,0.00,1.75,9.4
1/29/2022,35.5,22.5,73.5,0.00,1.2,9.7
1/30/2022,36,22.5,71,0.00,1.2,10.1
1/31/2022,34,20,75.5,0.00,1.3,6.8
2/1/2022,35.5,20,67,0.00,1.2,8.8
2/2/2022,35.5,20,71.5,0.00,1.2,8.5
2/3/2022,35,20.5,74.5,0.00,1.8,8.6
2/4/2022,35,22,72,0.00,1.6,9.9
2/5/2022,36,21,64.5,0.00,1.58,9.1
2/6/2022,35,22.5,61,0.00,0.82,9
2/7/2022,32.5,20.5,74,0.00,0.7,1.3
2/8/2022,32.5,21.5,78.5,0.00,0.7,3.5
2/9/2022,34.5,21.5,71.5,0.00,0.9,8.6
2/10/2022,33.5,23.5,74,0.90,1.32,4.6
2/11/2022,33,21.5,78,0.00,0.8,1.5
2/12/2022,35.5,22.5,73.5,3.90,2.08,8
2/13/2022,35.5,22.5,94,3.30,0.88,2
2/14/2022,34,22,81.5,0.10,1,4.9
2/15/2022,34,21,75,0.00,1.6,6.6
2/16/2022,33.5,22.5,75,0.00,1.7,7.8
2/17/2022,35.5,21,74.5,0.00,1.7,8
2/18/2022,35.5,22.5,74,0.00,1.42,7.5
2/19/2022,32,21,79,0.00,0.49,2.6
2/20/2022,35.5,22.5,66.5,0.00,1.52,7.5
2/21/2022,37,23,79,0.00,1.45,9.5
2/22/2022,35.5,21.5,73,48.40,1.65,7.5
2/23/2022,35.5,22,76.5,0.70,1.26,8.6
2/24/2022,33.5,21,65,0.00,2.2,9.9
2/25/2022,33.5,21.5,76,0.00,1.5,8.2
2/26/2022,35,21.5,68,0.00,1.95,7.8
2/27/2022,35.5,20.5,64.5,0.00,1.5,8.1
2/28/2022,35.5,21,63,0.00,1.8,9.9
3/1/2022,35,20.5,63.5,0.00,2,8.9
3/2/2022,32,23,75.5,0.00,1.2,0.5
3/3/2022,33.5,22.5,68.5,0.00,1.5,1.2
3/4/2022,33.5,23,77.5,0.60,0.89,4.2
3/5/2022,35,23.5,73,9.00,1.33,7.1
3/6/2022,34.5,23,88.5,21.80,1.6,5.8
3/7/2022,36,24,72,0.00,1.3,8.1
3/8/2022,36,22.5,72.5,0.00,1.24,7.3
3/9/2022,37,22.5,72,0.00,1.9,8.2
3/10/2022,37,22.5,74,0.00,1.7,8.4
3/11/2022,36.5,22.5,74.5,0.00,1.4,7.7
3/12/2022,34.5,22.5,81,13.50,0.98,5.6
3/13/2022,35.5,23,70.5,0.00,1.5,8.3
3/14/2022,36.5,22.5,70,0.00,1.4,7.5
3/15/2022,33.5,22.5,80,1.60,1.65,3.5
3/16/2022,32,24,71,0.00,1.1,0.3
3/17/2022,35,24,79,2.20,1.98,3.4
3/18/2022,33.5,22.5,90.5,10.90,0.85,3.8
3/19/2022,34.5,23,58.5,0.00,3.75,9.1
3/20/2022,34.5,22.5,65.5,0.00,0.75,9.9
3/21/2022,36.5,24,66.5,0.00,8.04,9.7
3/22/2022,37,23,64,0.00,2.5,9.2
3/23/2022,35,23.5,74,0.00,2.1,7.1
3/24/2022,35,22.5,72,0.00,2,6.5
3/25/2022,35.5,22,68.5,0.00,2.1,9.1
3/26/2022,35,23,77.5,0.20,1.39,6.8
3/27/2022,35,23,72,0.00,1.68,9.2
3/28/2022,35,23,65.5,0.00,1.89,8.8
3/29/2022,35.5,23,69,0.60,2.1,9.2
3/30/2022,35,22.5,71,5.70,2.5,8.2
3/31/2022,35.5,22.5,72.5,0.00,2,8.2
4/1/2022,35,23.5,67,0.00,2.21,9
4/2/2022,34.5,22.5,69.5,0.00,2.3,8.3
4/3/2022,36.5,23,72,7.50,1.7,7.5
4/4/2022,35.5,23,74,41.60,1.6,7
4/5/2022,34,22,88.5,3.30,1.3,3.5
4/6/2022,35.5,21.5,86.5,22.10,1.2,5.8
4/7/2022,35.5,23,75,1.20,1.4,8.2
4/8/2022,34.5,21.5,90.5,9.30,1.9,5.1
4/9/2022,34.5,22.5,80.5,2.00,1.4,5
4/10/2022,33.5,23,68.5,0.00,2.8,7.9
4/11/2022,36.5,24,71.5,0.70,1.5,7.6
4/12/2022,34.5,23,90.5,30.30,0.82,3.8
4/13/2022,32,22,87,0.40,1.6,2.7
4/14/2022,34,22.5,74.5,0.00,3,9.3
4/15/2022,34.5,23,73,2.40,1.9,9.1
4/16/2022,33.5,23,76.5,23.10,2,9.1
4/17/2022,34,17,87,7.10,1.8,7.4
4/18/2022,35,19,88.5,0.30,1.7,9.5
4/19/2022,35.5,21.5,78,0.00,2,8.8
4/20/2022,37.5,23,71.5,4.80,1,9.6
4/21/2022,34,21.5,79,0.00,2,9.5
4/22/2022,32,20.5,79.5,0.00,2.4,3.4
4/23/2022,34.5,21,81,0.00,1.2,6.8
4/24/2022,35.5,22,75.5,31.50,1.5,9.9
4/25/2022,33.5,21.5,77.5,9.30,1,5.7
4/26/2022,36.5,21.5,77.5,0.00,1.3,8.8
4/27/2022,36.5,23,69.5,0.20,1.2,9.4
4/28/2022,35.5,20,76.5,0.00,1.6,7.3
4/29/2022,35.5,21,76.5,0.00,1.5,7.8
4/30/2022,37,22,78.5,1.30,1.7,7.1
5/1/2022,35.5,21.5,80,0.00,2.6,3.1
5/2/2022,36.5,23,82,0.00,4.3,9.5
5/3/2022,35,22.5,76.5,0.00,1,4.3
5/4/2022,36.5,22,64.5,0.00,3.3,9.2
5/5/2022,35.5,22,71.5,0.00,2.2,8.8
5/6/2022,35.5,23,66.5,0.00,4.1,11.2
5/7/2022,36.5,25,67.5,0.00,6.4,11
5/8/2022,35.5,26,66,0.00,6.7,6.3
5/9/2022,35.5,22,64,2.30,6.6,7.9
5/10/2022,35,22,60.5,2.40,4.8,7.6
5/11/2022,36.5,22,60,2.10,3.85,8.2
5/12/2022,32,22.5,88.5,29.20,1,4.3
5/13/2022,31,22,90,38.10,0.87,2.5
5/14/2022,31.5,22.5,86.5,17.50,3.04,1.8
5/15/2022,33.5,22,72,3.70,2.57,6.5
5/16/2022,33,23,76.5,0.60,4.5,7
5/17/2022,32,23.5,69,0.00,6.22,9.1
5/18/2022,32,22.5,67.5,8.20,7.79,9.5
5/19/2022,32.5,22,65.5,1.10,4.98,10.2
5/20/2022,35,22,66.5,0.00,2.5,7
5/21/2022,34,22,72,0.00,3.4,9
5/22/2022,34,22,71,0.00,4.7,10
5/23/2022,33.5,21.5,69.5,1.60,2.5,9.6
5/24/2022,33.5,21,69,3.70,2.5,6.1
5/25/2022,34.5,22,72.5,0.10,2.8,10
5/26/2022,32.5,21,71.5,0.00,2.1,8
5/27/2022,32.5,21,67,6.40,3.2,10.2
5/28/2022,33,21.5,75,3.70,3.1,9.2
5/29/2022,32,21.5,81,0.70,2.3,5.4
5/30/2022,32,22,82.5,10.80,1.5,4.1
5/31/2022,33,22,92,2.30,3.7,0
6/1/2022,32,22.5,76,0.60,4,5.5
6/2/2022,33.5,21.5,73.5,1.70,3,7.6
6/3/2022,34,21.5,81,0.00,3.1,9.8
6/4/2022,35.5,21.5,72,0.00,4.5,7.9
6/5/2022,34,22,67,2.30,2.6,9.2
6/6/2022,34,22,79,0.00,2.1,5.9
6/7/2022,33.5,21.5,72.5,0.00,3.2,10
6/8/2022,35,22,67,0.00,3,9.1
6/9/2022,34,22,72,0.00,2.3,9.3
6/10/2022,33.5,21.5,64,0.00,3,10
6/11/2022,33.5,23,71.5,0.00,3,6.2
6/12/2022,34.5,22,69,0.00,4.7,9.6
6/13/2022,35,24,63.5,0.00,6.5,9.1
6/14/2022,35.5,23.5,63,0.00,4,6.2
6/15/2022,33.5,23,66,0.00,5.3,7
6/16/2022,32.5,22,84.5,8.50,1.1,0.1
6/17/2022,32,22,74.5,0.30,1.6,3.1
6/18/2022,34,21,75.5,0.00,2.2,7.3
6/19/2022,35,21,63.5,0.00,2,7.4
6/20/2022,35,22.5,66,0.00,4.2,10
6/21/2022,34.5,23,67.5,0.00,4.4,8.7
6/22/2022,34,20.5,73.5,0.00,2.8,8.3
6/23/2022,35.5,22,78,0.00,3,9.6
6/24/2022,33,23,76.5,0.30,5.2,7.7
6/25/2022,33.5,23.5,68.5,0.00,6.4,9.8
6/26/2022,34.5,22.5,65,0.00,6.4,8.9
6/27/2022,35,24.5,60.5,0.00,6.7,9.4
6/28/2022,35,24.5,61,0.00,7.6,10.2
6/29/2022,34.5,23.5,63.5,0.00,8.4,9.4
6/30/2022,33,24,59,0.00,8.9,8.2
7/1/2022,34,24.5,60,0.00,9.6,10.2
7/2/2022,35.5,22,60,0.00,4.6,6.7
7/3/2022,32.5,24,68,0.00,9.3,6.7
7/4/2022,32.5,22.5,56,1.60,8,3.7
7/5/2022,33.5,24.5,63,0.00,8.45,6.3
7/6/2022,34,24.5,68,0.00,9.38,4.6
7/7/2022,33,23,65.5,0.00,6.7,6.7
7/8/2022,34.5,23,54,0.00,9.2,11
7/9/2022,33.5,24,52,0.00,10.2,9.8
7/10/2022,33,22,57,1.70,8,9.4
7/11/2022,30.5,23.5,77.5,0.00,7.8,0.9
7/12/2022,35,22.5,56,0.00,5.4,11
7/13/2022,35,22,59,0.00,4.7,11
7/14/2022,34.5,21.5,51.5,0.00,4.6,9.5
7/15/2022,35.5,21,59.5,0.00,3.9,11.4
7/16/2022,34.5,22,63,0.00,5.9,10.4
7/17/2022,35,21.5,61,0.00,3.4,9.4
7/18/2022,36,24.5,59.5,0.00,5.4,9.2
7/19/2022,36.5,21,59,72.50,2.2,7.4
7/20/2022,34.5,23,83,6.40,2.7,5.4
7/21/2022,33.5,22,77.5,25.70,3.3,3.9
7/22/2022,33.5,22,69,0.00,4,5.2
7/23/2022,30,22,70,0.00,3.6,8.4
7/24/2022,30.5,22,72,0.00,8,2.4
7/25/2022,36.5,20.5,61,4.30,4.5,6.4
7/26/2022,35.5,20.5,71.5,2.40,0.89,7.1
7/27/2022,34,22.5,76.5,15.00,1.4,5.8
7/28/2022,29,21.5,86.5,0.00,0.24,0.2
7/29/2022,32.5,20.5,76,0.00,0.86,2.2
7/30/2022,34.5,20.5,74.5,0.00,0.9,6.7
7/31/2022,32.5,22,88,32.70,0.7,0.6
8/1/2022,28,23,90,26.20,4.2,0
8/2/2022,31.5,21.5,75,3.70,3.4,2.4
8/3/2022,31.5,22,69.5,1.20,4,4
8/4/2022,31.5,23,69.5,0.00,5.5,3.7
8/5/2022,32,21,66.5,0.00,2.65,6.3
8/6/2022,32.5,21,67,0.00,4.2,5.5
8/7/2022,33,21.5,67.5,0.00,3.5,9.8
8/8/2022,33,23.5,58.5,0.00,5.9,8.2
8/9/2022,33.5,19.5,58,0.00,5.3,10
8/10/2022,33.5,19.5,56.5,0.00,5.3,10.2
8/11/2022,34.5,24.5,55,0.00,8.4,10.1
8/12/2022,34,24.5,64.5,0.00,8.1,9.5
8/13/2022,35.5,22,58,0.00,5.2,10.3
8/14/2022,36,21,61.5,0.00,2.3,9.1
8/15/2022,36,21.5,64,0.00,1.4,8.9
8/16/2022,34,21,68.5,0.00,4.2,9.6
8/17/2022,34.5,21,65,0.00,2.3,7.4
8/18/2022,36,21,61,0.00,2.6,10.3
8/19/2022,34.5,21,63.5,0.00,4.2,9.2
8/20/2022,35.5,21,58.5,0.00,2.8,10.1
8/21/2022,34.5,23,62,0.00,3.8,9.4
8/22/2022,33,24,71,0.00,6.2,6.3
8/23/2022,34,23.5,66,0.00,6.9,9.3
8/24/2022,31,22,65,0.00,6.1,3
8/25/2022,33,23,57,0.00,5.25,10
8/26/2022,33.5,22,71,1.70,3.3,5.9
8/27/2022,33,23.5,68,0.00,6.5,5.3
8/28/2022,34,23,57,0.00,5.4,10.1
8/29/2022,35.5,23.5,57,0.00,4.2,8.2
8/30/2022,35,21.5,76.5,1.20,1.3,5.5
8/31/2022,29.5,21.5,82.5,1.50,1.5,0.5
9/1/2022,33,22,72.5,0.00,3.4,5.6
9/2/2022,34.5,22.5,62,0.00,3.7,8.3
9/3/2022,33.5,22,67,0.00,2.4,4.8
9/4/2022,34.5,21.5,66,0.00,3.5,6.9
9/5/2022,31.5,22,81.5,3.30,2.8,2.8
9/6/2022,32,23,70.5,0.00,4.4,3.1
9/7/2022,33.5,23,67.5,0.00,5.9,6.2
9/8/2022,34,20.5,62.5,0.00,3.38,5.3
9/9/2022,34,20.5,65,0.00,2.7,4.5
9/10/2022,35.5,22,58,0.00,4.3,9.7
9/11/2022,30,25,58,0.00,5.2,10.1
9/12/2022,35.5,21.5,38,0.00,6.4,10
9/13/2022,36.5,23.5,58,0.00,3.3,9.9
9/14/2022,34.5,19.5,63,0.00,3.2,8.4
9/15/2022,37,19,59.5,0.00,2.7,10
9/16/2022,32,18,63,0.00,2.3,9.9
9/17/2022,37,19.5,65,0.00,2.2,10.3
9/18/2022,37,20.5,58,0.00,2.8,9.4
9/19/2022,35.5,22,63,0.00,4.2,5.1
9/20/2022,37,21.5,57.5,0.00,3.5,9.9
9/21/2022,32,23,51,0.00,5,10.1
9/22/2022,36,20.5,53.5,0.00,4.6,10.4
9/23/2022,36.5,23.5,53.5,0.00,7.4,9.7
9/24/2022,36.5,23,53,0.00,8.1,8.3
9/25/2022,38.5,22,54.5,9.20,3.6,9
9/26/2022,36,23,60,0.00,5.3,6.7
9/27/2022,37.5,21,58,0.00,4.2,8.1
9/28/2022,35,22,53.5,0.00,4.7,9.7
9/29/2022,36,21.5,53.5,2.70,4.3,9.8
9/30/2022,32.5,21.5,68.5,5.60,2.87,5.2
10/1/2022,33.5,22,68.5,0.20,4.3,8.7
10/2/2022,34,23,65,0.00,6.9,8.8
10/3/2022,32.5,22.5,54.5,0.20,5.8,4.1
10/4/2022,34,24,70,0.00,7,6.2
10/5/2022,34.5,23.5,66.5,0.00,5.4,3.6
10/6/2022,34.5,23,66.5,0.00,6.3,7.2
10/7/2022,34,23.5,70,0.00,7,2.8
10/8/2022,36,20,57.5,0.00,3.4,7
10/9/2022,36,22,62,4.40,1.9,6.4
10/10/2022,34,20.5,63,0.20,1,4
10/11/2022,34.5,20.5,71.5,0.00,2.4,6.1
10/12/2022,34,22,83.5,4.70,1.9,5.3
10/13/2022,33,21,88,37.20,1.5,2.2
10/14/2022,32,21,81.5,3.10,1.3,3.3
10/15/2022,30.5,20.5,74,1.50,1.5,1.5
10/16/2022,33.5,22,71,8.70,1.2,6.7
10/17/2022,32,22.5,78.5,0.70,1.5,6
10/18/2022,33,23,68,0.20,6.5,6.7
10/19/2022,34,22.5,63,0.00,5.9,8.9
10/20/2022,32,22,73,8.70,3.1,3.7
10/21/2022,30.5,21,84.5,11.30,1.5,1.9
10/22/2022,33,21.5,77,0.50,1.6,4.2
10/23/2022,32,21.5,72.5,0.50,2.4,2.7
10/24/2022,31,21,77.5,5.10,1.2,2.6
10/25/2022,33.5,21.5,78,0.00,1.9,5.8
10/26/2022,34,20.5,76.5,23.50,0.98,4.2
10/27/2022,32.5,20.5,77,0.00,0.48,2.3
10/28/2022,35,20.5,70.5,0.00,1.5,7.6
10/29/2022,35.5,20.5,68.5,0.00,1.1,8.7
10/30/2022,34.5,19.5,76.5,41.70,1.6,6.8
10/31/2022,34.5,22,75,0.00,0.1,8
11/1/2022,32.5,21.5,71,0.00,7.4,4.5
11/2/2022,35.5,20.5,58.5,0.00,1.6,9.1
11/3/2022,33,22,73,4.40,0.84,4.3
11/4/2022,33,22,73,6.30,1.2,6.8
11/5/2022,33,20.5,88,14.80,0.69,2.2
11/6/2022,34.5,19.5,78.5,1.60,0.8,6.2
11/7/2022,34,21.5,75.5,9.70,3.3,7
11/8/2022,32.5,22,81,0.30,0.7,1.3
11/9/2022,34,21,86,4.00,0.9,4.5
11/10/2022,32,20.5,90.5,6.50,3.6,1.6
11/11/2022,34,21.5,80.5,0.00,2.1,8
11/12/2022,34.5,21,76.5,3.30,1.4,6.2
11/13/2022,34,21.5,73,20.80,0.8,2.7
11/14/2022,32.5,21,79,17.20,0.8,2.8
11/15/2022,32.5,21.5,76.5,37.00,0.96,4.7
11/16/2022,34,20.5,81,18.00,1.3,5.7
11/17/2022,34.5,20.5,78.5,0.00,1.1,8.1
11/18/2022,33.5,20.5,72.5,0.00,0.7,5.7
11/19/2022,33,20.5,81.5,0.00,0.8,2.8
11/20/2022,33.5,19,77,0.00,1.1,7.8
11/21/2022,34.5,19.5,65,0.00,2.3,9.7
11/22/2022,35.5,19,65,0.00,2.5,9.7
11/23/2022,33.5,18,63,0.00,3.8,9.4
11/24/2022,35,21,63,0.00,1.7,9.8
11/25/2022,35,21,71,5.50,1.3,8.3
11/26/2022,34,20.5,77.5,57.30,1.3,7
11/27/2022,34.5,21.5,88.5,16.00,0.7,5.5
11/28/2022,34,22,74,0.10,0.9,6.8
11/29/2022,34.5,21,82.5,2.50,1.2,6.2
11/30/2022,34,20.5,73.5,0.00,0.8,8.5
12/1/2022,34,21,84.5,0.40,0.9,6.3
12/2/2022,33.5,20,94,42.40,0.74,4.6
12/3/2022,32,20,92,15.00,0.6,3.6
12/4/2022,34,20,81.5,5.10,0.7,6.1
12/5/2022,33.5,20,81,6.50,0.9,6.5
12/6/2022,30.5,19,67.5,0.00,0.46,0.5
12/7/2022,31,19,81,0.00,4.16,0
12/8/2022,28.5,18.5,75,0.00,9.6,0
12/9/2022,30.5,21,79.5,5.80,2.5,0
12/10/2022,27,20,94,1.90,0.76,0
12/11/2022,32.5,18.5,77,0.00,1.75,0.1
12/12/2022,32,18,79.5,0.00,0.78,3
12/13/2022,33.5,19.5,73,60.30,1.3,6.7
12/14/2022,33.5,19.5,79.5,0.00,0.62,7.9
12/15/2022,33.5,20.5,70,11.10,0.75,6.7
12/16/2022,34.5,20.5,72,0.00,0.78,6.8
12/17/2022,31,20.5,84.5,0.00,0.8,1.5
12/18/2022,28.5,21,84,0.00,0.6,0.8
12/19/2022,32.5,21,75,0.00,0.9,1.8
12/20/2022,32,21,74,0.00,1.4,4.1
12/21/2022,31,20.5,78,1.90,0.18,0.6
12/22/2022,33,20,77.5,90.40,1.6,6
12/23/2022,33.5,22,73.5,0.00,1.8,7.9
12/24/2022,36,22,76.5,3.50,1.8,4.3
12/25/2022,26,20,94,7.90,0.9,0
12/26/2022,32,20,77,0.00,1.5,7
12/27/2022,33.5,20.5,75.5,2.00,0.9,7.3
12/28/2022,33.5,19.5,77,0.00,1.3,6.9
12/29/2022,32.5,17,71.5,0.00,1.9,9.2
12/30/2022,32.5,17,70.5,0.00,1.6,8.8
12/31/2022,33,16,74,0.00,0.72,8.3
